text,binary_label_norm,risk_label
my life has no purpose i am broke lonely and miserable i am so my life is a sack of shit my family legitimately hate me i am poor i have some friends but dont hear from them unless i get in touch first i have been single for almost a decade generally i am ok with being single but depression grinds my world to a halt doctors dont help me nobody around me seems to understand this has gone on for 30 years i am tired cant do it any more i just want to lay down and die quietly all i want in life is to disappear,suicidal,high
i want to fucking die,suicidal,high
all influencers want to be comedians and all comedians want to be dead.,suicidal,moderate
RT @normanilovato97: why is it that everyday i hate my life more and more i really feel im destined to be miserable forever,suicidal,high
"IM GOING TO KILL MYSELF my art teacher just expanded the homework we needed to go by like fucking FIVE TIMES, I THOâ¦ https://t.co/BYzGwBrFWB",suicidal,high
@PoorBoyOnline Was no reason for you to get banned 2k not right..Ronnie stay banning folks that do nothing but tryâ¦ https://t.co/zijyqCpXoE,suicidal,low
is now washed and dressed,non-suicidal,low
@KateEdwards you dont have to bring anything - it's yr place #katesparty,non-suicidal,low
We are open again today from 10:00 am til 7 pm.. come in and see us,non-suicidal,low
"I want to be out in the sun, walking down a beach, with Joey",non-suicidal,low
@R_Elisewrites Congratulations on all of your accomplishments! You are an amazing person inside and out! â¤ï¸ https://t.co/98Mt8DiI7d,non-suicidal,low
"@vfpuk My G-Grandfather fought in WW1, earning the military medal at La Boisselle. Then in â39 the thought of fightâ¦ https://t.co/gh1oCMsz7Q",suicidal,low
Tired of living this life,suicidal,moderate
@OfficialCole Hy Cole.I come from Germany and My biggest wish is to have contact with you.I know that I never can see you but itÃ¯Â¿Â½s OK.,non-suicidal,low
"You take time to think about a date, but I want to take you out tomorrow to look at engagement rings.",non-suicidal,low
he want to kill her.,non-suicidal,low
"Has anyone had an great success stories on Twitter? If so, I would love to hear your story. DM me",non-suicidal,low
@SUMMERWALKER hey Golden is here with me and just wanted to say Hi and have a great morning,non-suicidal,low
@margb1509 It's the same here in New Zealand too. Looking forward to them starting again already! Have a great night!,non-suicidal,low
@dajw nowt wrong with abit of cheese monsieur Winsor,non-suicidal,low
"@juliankimmings My commiserations, is it as bad as I had heard it is?",non-suicidal,low
Caffeinated and happy,non-suicidal,low
i am done my last post was how i am tired of living and the only good thing left in my life was my girlfriend but she just broke up with me and i feel so alone and hopeless i dont really feel like going on i really want to kill myself,suicidal,crisis
@jnaylor #kiwitweets Hey Jer! Since when did you start twittering?,non-suicidal,low
@dareanderae I love you ððð,non-suicidal,low
Had a good start today!,non-suicidal,low
When my dog does end up passing on... my life will seriously be a tumbling downwards spiral....... thatâs my life. SHES my life.,suicidal,moderate
I streamed two episodes of Riverdale and I hate myself so damn much because now I have no data ð­ð­ð­,suicidal,low
â¡sigh i hate this i hardly get time to myself and have fun anymore with me have to go to sleep early and waking upâ¦ https://t.co/uSJJTGfjeR,suicidal,moderate
@Woth2982 @DDsBoston @Bostongrlkayte it is going to be sunny and 11 Celcius Friday and sunny and 15 Saturday sweet,non-suicidal,low
RT @trilllizard666: i swear some you motherfuckers WANT people to be horrible racist rapist homophobic pedophiles after they die and you giâ¦,suicidal,low
She is not tired.,non-suicidal,low
@effyobie STOP SPEAKING IN SUCH A SOPHISTICATED WAY PLEASE. it's hard for me to keep up!!,non-suicidal,low
"@LoliThicc,Northen ireland,Im sorry if i really want my life to end im sorry i drank for week straight i am sorry but its hard to say its gonna be fine when my life has never been fine atall im sorry i just dont want to be here anymore...",suicidal,high
almost broke down at class just because the most negative thoughts are kicking in and I'm mf tired of living hahahahahahahah,suicidal,high
generic shit whats the fucking point of life if you are literally incapable of achieving happiness like fuck dude i am drunk and i feel even shittier than sober i give myself one week and if i still feel like complete fucking shit like i have been for the past few years thats it i m done,suicidal,crisis
"My Cowley Road E.P. has been re-released on itunes! If you don't have it, get it!",non-suicidal,low
"@therealRC12,,Honestly I dont want to be here anymore....",suicidal,high
and that's why we are in the classrooms working with them. Right?,non-suicidal,low
@DmitriCain Ok thanks! I am not getting off Twitter just yet.,non-suicidal,low
I am so TIRED of EVERYTHING I just want to DIE,suicidal,high
"since we're talking abt him, hey uhh remember when YandereDev said intellectually disabled people deserve to die, pâ¦ https://t.co/eokuBuayM6",suicidal,low
"@wolfiecomedy These boys might find it shocking that some internet stranger like myself would say ""fuck these guys""â¦ https://t.co/VNWeNO1cmv",suicidal,low
"@jaimiefanatic about time that Mc Flipside mix came out, its sooooooooooooo goooooooooood",non-suicidal,low
"@RedMummy I feel better today, got some sleep and its not raining so can take the beasts out",non-suicidal,low
@debasispradhan hah &quot;if I don't have much time&quot; good point,non-suicidal,low
"#FreeKaavan Another year has passed and I am still alone, sad and suffering. Will I ever live with dignity? Or willâ¦ https://t.co/bk4rdiwZSc",suicidal,moderate
"@Rukaarii Just woken up, very pleased he won. Was it a good match?",non-suicidal,low
"@LaPrincipessa you SAU! i stood up at 8. then off to offenbach, home. outside. sunshine. love you.",non-suicidal,low
@Acrobat77 Select the tile option. It's a little square towards the bottom of the screen when you're changing the background,non-suicidal,low
"trying to find something formal to wear in a casual closet, jeans and popculture shirt will do good enough.",non-suicidal,low
@DanceofLife just twigged you mean your financial presentation? Yes I'll have a look at home and mail to you today,non-suicidal,low
just watched chris moyles quiz night from last night! alan carr is too funny! he's the best,non-suicidal,low
might go out and see marble today,non-suicidal,low
Dunno why my phones done me so dirty and made videos of me and my exâs Cos of face recognition with the backgroundâ¦ https://t.co/x6KfbmgBP9,suicidal,low
@Fortitia how's it cooking? looking forward to having a taste later.,non-suicidal,low
"@tikitosca New York, please",non-suicidal,low
@IanAspin I second to that Ian - thank you,non-suicidal,low
@pixiepan lol. www.tv.com is your FRIEND!,non-suicidal,low
"@Lady_Twitster Good so far thanks, hope yours will treat you well too",non-suicidal,low
RT @voidpaola: LOLOLOLOLOL I HATE HOW I TRUST PEOPLE WITH UGLY PICTURES OF MYSELF AND THEN THEY BREAK THAT TRUST LIKE LOL DAMN OK IT BE LIKâ¦,suicidal,low
Why did I even come back I want to fucking die I'm tired of everything,suicidal,high
I die a little inside when I see an old person eating alone at a restaurant.,suicidal,low
Focus on opportunities more than you focus on money.,non-suicidal,low
"@ChildfreeOnline Yes, I would pay more to to fly on in a #childfree section",non-suicidal,low
@cyberpreneur welcome to the &quot;twittersphere&quot;! (i like your name for it it's fun but can get super addicting,non-suicidal,low
"@c_cannabiscafe A father, whose daughter committed suicide, saying, ""cannabis is very, very dangerous"" is an 'instrâ¦ https://t.co/iGIYBvXZdD",suicidal,low
@electroginge Buy an Mac yay,non-suicidal,low
"If any of you are having a boring Easter, then send me a note on msn I love to chat with people. My msn is ninaalbertsen@gmail.com",non-suicidal,low
@eleahbaant I sure will.,non-suicidal,low
"Update on my phone real quick, it was in my car the whole god damn time. I really fucking hate myself. https://t.co/msTC1tVqOA",suicidal,moderate
"RT @JoshYugen: @EntrataLorna @maymayentrata07 Hi tita @EntrataLorna now I know why she is the most humble and most genuine, even though itâ¦",non-suicidal,low
"@spanx Happy Birthday, eat something good",non-suicidal,low
http://tr.im/imNg just made a new fluid icon for use with @amiestreet,non-suicidal,low
"Im exhausted to the point where I NEED my peace. Ive gone as far as deciding I would die for it, cut ties for it. Iâ¦ https://t.co/Nh4RvwANDg",suicidal,high
"@KayKay89 www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",non-suicidal,low
"1/2 hr debugging for a CSS problem on a colleague's computer, before I remembered that I installed IE8 on my PC a couple of weeks ago",non-suicidal,low
"so like if the man I end up spending the rest of my days with aint him, I feel like im going to hate my life.",suicidal,moderate
My life is miserable,suicidal,moderate
@Leela89 was that reply to me or yourself? XD I wouldn't say you make many mistakes,non-suicidal,low
"RT @913Lucero: I wanna let it be known that if any of my homies ever, in your life feel like yâall alone or just tired of living. Iâm a texâ¦",suicidal,moderate
"@im2byteme I'm all for the Fair Tax, or Bush's deficit back. Something!",non-suicidal,low
I just wanna bring up Mac didnât die from cocaine mixed with fentanyl. He literally had a line. .âshit ainât been tâ¦ https://t.co/wUElVuw1CO,suicidal,low
gonna go to school. be back around 4,non-suicidal,low
"There is a stray cat on campus that looks like Garfield. The students are always feeding him, so he is very fat. Like me.",non-suicidal,moderate
Watching ellen show...,non-suicidal,low
@gilloux I hope you're planning a kennel launch party,non-suicidal,low
RT @amyadamsnose: please somebody come fucking kill me im so in LOVE!!!!! https://t.co/e13ilxL9XJ,suicidal,low
"@mattstevensloop thanks Matt, I'm glad you like it ... no algorithmic music gigs planned so far though",non-suicidal,low
I Am Going To @lilyroseallen So Keen! Come On June!,non-suicidal,low
she is tired.,non-suicidal,moderate
Brushin' mah teef. Secularly.,non-suicidal,low
feeling overwhelmed and wanting to die i tried to kill myself today all i wanted was my boyfriend to help me somehow since he sees me on this depression spiral but all he says is it will get better i know it will but currently i feel trapped in my own home i have no friends and i constantly feel weak or unmotivated i have no desire to have sex with my partner and tend to find the worst in him lately i love him but some things he does amplifies my depression i dont want to die but when i get hurt lonely or overwhelmed the one thought i cant shake is killing myself ,suicidal,high
tellin two of my bfflÃ¯Â¿Â½s to sign up here,non-suicidal,low
"@JasonStatham1 Greetings Jason. So far, Twitter's great today. Thanks for taking a moment for us. Enjoy your swim. Hugs, Angel",non-suicidal,low
@lejeff oh pants! I'm hanging out with the old folks back in England Defo b up 4 1 when I get back. tho,non-suicidal,low
"RT @AUTHORSWEEK: Congratulations Seye @seyeoke for being the latest @Author of the Week @AUTHORSWEEK. Keep on creating, keep on writing andâ¦",non-suicidal,low
"@ninaneverknew: Me too. I want to have an overnight drinking session with friends, and I mean all of 'em! Haha.",non-suicidal,low
@tafelzoetstof I could but then there would be too much people around admiring me Can you send me the address of that cava bar pleaaase?,non-suicidal,low
@davethackeray LOL! You saw that? Hahaha...was a fun day of exploration and experimentation!,non-suicidal,low
i want to overdose on advil and benadryl and just end this i have enough to do the job i am really tired of this shit i just want to give up,suicidal,crisis
tired of waking up. tired of wanting to die. tired of everything.,suicidal,high
Females will be fucked up in the head and blame a nigga for them being fucked up...yâall gotta take accountabilityâ¦ https://t.co/7JIY10zPEG,suicidal,low
@geo7 it wont be miserable for at least 2 weeks tho,non-suicidal,low
@foodphilosophy magic rejuvenation...hmm I'm thinking Triple Oxygen Mask http://is.gd/kQkq and a Blissage105! Hang in there!,non-suicidal,low
@missy1994 dude i am SO jealous! goin to buy some on thurs,non-suicidal,low
i'll be in london today. Wave if you see me,non-suicidal,low
Its fucking cold ð© i hate working at 4 Am tf did i sign up for ð­why did i do this to myself damn it,suicidal,moderate
i wanna kill myself im so fucking done,suicidal,high
my sleep was disturbed. i am looking to end a career today,non-suicidal,high
I am constantly amazed by our technology. It makes me wonder. Now check out this rad song! &quot;Tripping&quot; ? http://twt.fm/33023,non-suicidal,low
running out of option it physically hurts to breathe i have no dream or goal or ambition or motivation i am tried of it all i have been to hospital er psyche ward therapist difference medications my girlfriend the only person i really loved who wasnt family wants to just go do drugs and drink or whatever the fuck leaving me here with nothing so i cant at least just talk to her any more about how i feel it hurts it hurts so much so much pain and why i dont know why was i born to suffer like this if god is real he wants me dead and i do too,suicidal,crisis
"important meetings happening all over the office, and i'm not needed in any of them. YES!",non-suicidal,low
ah.... 90's pop was so good,non-suicidal,low
embedding a google calendar into a site is actually seriously easy,non-suicidal,low
getting ready for class. much rather sleep,non-suicidal,low
i hate feelings at this point i think i am clinging onto life waiting for the right set of circumstances to just let go my feelings keep holding me back i hate them i hate having to feel i hate each and every one of them theres something comforting about the idea of nonexistence something comforting about the idea of nothing i long for it,suicidal,high
Going to school and enjoying my last day as a 16 year old but too,non-suicidal,low
"@CHRISDJMOYLES im gonna watch T.M. 2 c wot they hav 2 say bout TWITTER, yor show was brilliant as ever this mornin - katie x",non-suicidal,low
RT @AdrianXpression: Homophobic parents spew their bigotry and be wondering why they end up with dead ass kids. Keep acting stupid if yâallâ¦,suicidal,low
"@TaniaUncensored tania, i think you should get athene and the rest of the crew on twitter",non-suicidal,low
@Cellobella They don't do them in my size How r u?,non-suicidal,low
@wasim not tired of everything.,non-suicidal,low
i'm tired of youâ¦ https://t.co/cAp1T1SFF1,suicidal,moderate
@fisbeed get back to work,non-suicidal,low
@nicharry Tell her Simon &quot;who used to be from Tuks FM&quot; says Hi,non-suicidal,low
"@limyh Eh...where got face off la...we are all kawans here. Right or not, @staronline?",non-suicidal,low
"@luvmandy384 I am now, by .. um.. 2 WOOOO!",non-suicidal,low
@sagebrennan: uuuuuuuuggghhhhhh. Was that Chinese or English?,non-suicidal,low
"@joshuawhite well, you do spend enough time there that you may as well subsidize your habit.",non-suicidal,low
Rosie: âdoes he think Iâm gonna be single forever?â,suicidal,low
Messi is tired.,non-suicidal,low
@Cookieex3 awesome!! Can't wait to see it!!,non-suicidal,low
hey guys at home watching telly,non-suicidal,low
"im so tired today. i want to lay in a bed full of boys and just have hugs sounds so good, probably look even better.",non-suicidal,moderate
"@diablocody That is how I am, but it is Valley Girl that I must watch. Nic Cage as Randy = yum. LOL!!",non-suicidal,low
@joyciebo hi cutie welcome to the twitternation,non-suicidal,low
RT @ImHorny32503587: #HornyFact I'm so fucking tired of living I'm not smart I'm not athletic I'm not attractive I'm not talented I just haâ¦,suicidal,high
@erickaaa haha awww. i had amazing pizza 2day for much after my photoshoot =D i will take u out hehe..u gonna answer ur fone 2night? xx,non-suicidal,low
2 drunken besties stumble into my room and we run around with sober CJ and drunk Hope knocking on doors. Good times at 3am.,non-suicidal,low
after sickness back to work,non-suicidal,low
"I admire Babar partly because he’s a great batter, but because he’s just so prone to the outside noise, it's admirable. Unreal pressure on his shoulders, team despaired of every bowler he was used to, everything stacked against him. Yet, he finds a way to stay quiet and do his job",non-suicidal,low
Celebrating a minor banking triumph (that's banking with a b). Got one to admit it was wrong,non-suicidal,low
@jessedonoe I mean.... my life is miserable so I guess light at the end of the tunnel,suicidal,moderate
i am a failure a loser i m a waste of life and i want it to be over we can finally close this pathetic story the only concern i have is debt i cant leave my family with that,suicidal,high
I want to fucking die someone please kill me but suck all the fat out of me first,suicidal,crisis
"@mint69 yo mate it is working! like a charm, be prepared to tweet my feed! some interesting people to follow too if you can find them",non-suicidal,low
@Alexia You want his money.,non-suicidal,low
with my financial situation getting worse so does my mental health suicide is my plan z and i feel like i am about to reach plan z i think i should have just committed suicide at 15 years old when i thought about it a lot now i grew up and i made my life worse ,suicidal,crisis
"@suesshirtshop Same to you, Sue!",non-suicidal,low
He doesn't want to give up but he's afraid to even touch the equipment much less pack it up.,non-suicidal,moderate
"@therealnph yeah, cool bookshelves I've got the one with the various books that are pinned to the wall",non-suicidal,low
i hate that iâm not okay. i hate that i fucking want to kill myself but donât bc i donât want to leave my family stâ¦ https://t.co/QKmnrE63Ea,suicidal,high
@elliottcable I prefer @poopdiary meself.,non-suicidal,low
,non-suicidal,low
@suitelifeofkell haha me too! it reminds me and my daddy of the monkee's old show same here can't wait! lol. WHATTT?,non-suicidal,low
i hate when i want to be self-pitying but my mind refuses to let me like damn I just wanna feel sorry for myself foâ¦ https://t.co/ekUgU72yA5,suicidal,moderate
@ShaileeMody thats a killing smile.. i m flattered...,non-suicidal,low
Want to kill him.,non-suicidal,low
It's always great to hear from actors whom I've directed! Trying to encourage them to join Twitter!,non-suicidal,low
@Bhavika looks like u found all the beer,non-suicidal,low
"anyway if you cant accept that ive MOVED ON FROM YOU SICKOS, go fuck yourself, ill just keep avoiding your sorry asses",suicidal,low
RT @TreyDiamonds: Hate the fact that Iâm damn near forced to figure everything out by myself but it must be done,suicidal,moderate
Living as a hardcore empath is so hard. I'm tired of being nice and putting emotional labor into those who are undeserving,suicidal,moderate
@mikeyway http://twitpic.com/2tu6p - take care guys..!!,non-suicidal,low
"@dancingbonita &quot;I friggin love you!!!&quot; -Ron Burgundy, riding a unicorn",non-suicidal,low
this is my notice of me giving up on life n becoming an alcoholic bc i'm miserable n want to die farewell ill be drunk,suicidal,high
@Da_Funk welcome bro!,non-suicidal,low
"Ruby, ruby, ruby, ruby!!!: Just taken delivery of my new 'Beginning Ruby' book! Whoop whoop - another languag.. http://tinyurl.com/cd29ar",non-suicidal,low
i r so tired but i suppose thats what i get for procrastinating. damn i hate having my ego tied up in grades... i blame capitalism,non-suicidal,moderate
"@psandalio yeah, I remembered reading about that, I think someone else mentioned it.There's still room in the market",non-suicidal,low
RT @AshleySantini: I go on YouTube to binge watch David dobrik wholeheartedly knowing Iâm going to be sad bc i cant marry him or Scotty orâ¦,suicidal,moderate
@Ingermaaike aww thank you,non-suicidal,low
Totally bought High School Musical 3 today... and it was meant to be released tomorrow. Also bought a Wii Remote charger!,non-suicidal,low
bruh i HATE myself a hot guy that iâll NEVER SEE AGAIN says ONE THING to me and iâm like damn that would be cute toâ¦ https://t.co/GbaysqYRwU,suicidal,moderate
"Itâs been nearly three years, but I still feel that Kylo/Ben Solo doesnât deserve redemption. The man killed his owâ¦ https://t.co/a69qtrMkh7",suicidal,low
Taking son to have his braces taken of Big day in teen age boy's life!,non-suicidal,low
@petemc My Mrs is always telling me off for this - sit and enjoy the moment instead of trying to take photos of it!!!,non-suicidal,low
i'm going to buy my slam dunk ticket today,non-suicidal,low
checking out twitter to see what i have heard is true,non-suicidal,low
Somebody kill the evil version of me please!!,suicidal,high
Gooooooood morning!,non-suicidal,low
my girlfriend left me i hate college i have no direction in life i just want to go to sleep and never wake up ive been thinking about suicide a lot recently and different methods the only reason i havent done it so far is because i am too much of a pussy i have access to enough drugs to overdose on i live near plenty of tall buildings i am seeing a therapist and psychiatrist all the pills they ve given me have only exacerbated my symptoms i dont care about leaving everything behind because i dont want to hurt the people around me but why should i go on living my shit life just so others arent inconvenienced one of these days i ll be drunk enough to finally pull the trigger figuratively literally ,suicidal,crisis
"@RachelStarrxxx AWWWWWW, i really wish i could be there to give ya some serious TLC Rachel hun....sending ya huge HUGZ AND KISSES",non-suicidal,low
damn i really only have 4 hours to start and finish this paper for tomorrow i hate myself,suicidal,moderate
@twitme10 Lol - curry .. cuppa tea ... glass of merlot .... a free doggie ... I'm happy to negotiate,non-suicidal,low
RT @camphalfblood: Random commenter asked why I had such an extreme social warrior agenda in Magnus Chase. What he calls extreme social jusâ¦,suicidal,low
I'm sitting in Burger King with my whopper on the table in front of me,non-suicidal,low
It's Tuesday...at work...still riding the high from the workout last night. It should be a good day!,non-suicidal,low
RT @ShorouqAD: Choose a job you Love and you will never have to work a day in your life. Happy future our amazing students,non-suicidal,low
@danielhilton I know that's real. My bf fell asleep &amp; I'm editing video... XO,non-suicidal,low
"@LizzieLib Could be - mine grew out, down my back and then all fell off",non-suicidal,low
"@dogcafes,co '19 ð¬ð¹,i dont want to be here anymore i done ruined a good thing https://t.co/Bql3YIlI1L",suicidal,high
A lot of my tweets are about being lost &amp; miserable but itâs not always all itâs cracked out to be lol my life is aâ¦ https://t.co/hWxcSJOZDy,suicidal,moderate
I hate myself sm. I just wanna die. I donât deserve to live.,suicidal,high
i wanna die pls i'm tired of everything,suicidal,high
Iâm a waste of space and I deserve to die.,suicidal,high
@JonathanRKnight,non-suicidal,low
"@alexasberthold,The Moon,I cant do this im a fucking wreck i havent touched a thing at work i have cried here since 8am but i dont want to leave because i have to go say goodbye to someone i shouldnt be. Idk what to do with myself anymore",suicidal,high
"i'm tired,",non-suicidal,moderate
"@kellyhopper372,Florida, USA,https://t.co/5tsIoklInt. ""Waiting for the End"" Please Chester let me come with you up in heaven! I dont want to fight this anymore. Nobody cares here so why bother",suicidal,high
"RT @rcromwell4: If people don't want you dead, can you even claim to really be alive?",suicidal,moderate
@xsophiejane malese answered my question on twitter! check it outt on malese her twitter it's about youu !,non-suicidal,low
RT @therealMickeyT: Wasn't the performance we wanted but delighted with a point we're still unbeaten &amp; got the best GK in the world,non-suicidal,low
I want to kill myself I really want to fucking kill myself im done,suicidal,crisis
"@Renee3 would I strive for anything but perfection? Come on, I thought you knew me better than that.",non-suicidal,low
"@schulman Yes, I am obviously the only one at the National Aviary who answers the phone.",non-suicidal,low
The rewards will be credited to your Huobi account in 3 working days.,non-suicidal,low
@escribitionist i didn't want to eat other's foodd!!! dun make me sound so bad lah! i just have another crave for food...that's all,non-suicidal,low
RT @afrocybergal: iâve been ugly all my life ugh this is not fair i wanna be cute for at least one era of my miserable life.,suicidal,moderate
OMG SERIOUS? WHY NOT? it was shit. im getting thursday off tho wat do you want to do. i got a reply YEOW!,non-suicidal,low
Life's so short man I couldnt stress enough how important it is for you to live your love with peace and good energy!,non-suicidal,low
"@khushi4all Don't make a topic, am sure you'll get some replies soon.",non-suicidal,low
I fucking hate my whole family all they do is making me feel fat and I'm so done with feeling bad about my body andâ¦ https://t.co/eXWykCGcrf,suicidal,moderate
Haha flight of the conchords was so bloody hilarious last night 10/10 chur chur,non-suicidal,low
"You DO know that you have absolutely no power... yet. And when you do, this whole thing will be dead and forgotten.â¦ https://t.co/eZRhCl3IWc",suicidal,low
i cant take this anymore might as well end this sorry as life,suicidal,high
@alancostello Thats on GH3! Send it later?? since you completley missed Fridays lyrics ;),non-suicidal,low
my uni is playing POTC outside and free hotX buns. i feel lovvvved,non-suicidal,low
i m not safe with myself i have been suicidal for a while now i have made 4 attempts this year and yet nobody seems to get it i honestly cant say if i am going to kill myself today i keep breaking down crying and i dont know why i hate myself ,suicidal,crisis
"why do i destroy all my opportunities? am i going to kill myself on accident? if i only get worse, does that mean aâ¦ https://t.co/Ur1sapAyLo",suicidal,high
@janakidasa1 @BeecheyPat @central_cap @LevequeThots It is sickening. What is sickening is we elect ppl like the libâ¦ https://t.co/v8PzGBUglY,suicidal,low
@jethron5000 hahah yeah see i told you! coffee bean's chocolate ice blended is way better! let me know how's the show tonight,non-suicidal,low
@alexakesson follow @hedge_funds,non-suicidal,low
"@cgupi1,,RT @caringcorbyn: i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literallyâ¦",suicidal,high
RT @WayneRooney: Congratulations to Joe Cole on a brilliant career. Enjoy your retirement mate ðð¼ð´ó §ó ¢ó ¥ó ®ó §ó ¿ðð¼ https://t.co/L6Lq9R394n,non-suicidal,low
"@thesouthernstar ochie, kmaren nervous ya pas TU? Kliatan tau, pas aku dtg aku ngeliat ochie lg maen2in tisu sampe tisu'y lecek..",non-suicidal,low
is loving the sun but is upset she cant make the picnic thurs,non-suicidal,low
@RapierTwit People say they feel expressionistic - I've never heard them say pointalistic,non-suicidal,low
"@Logman765,Lincoln, NE,RT @LoliThicc: Im sorry if i really want my life to end im sorry i drank for week straight i am sorry but its hard to say its gonna be fineâ¦",suicidal,high
@AlexCraven yeah I saw. I'm tempted to get into it but think I'll wait till the DVD set is out. I like to be able to gorge myself on it,non-suicidal,low
@Thehodge that is pretty awesome! it makes me want a smart car now! (and a cup of tea),non-suicidal,low
"@MagicMagid @Harryslaststand My G-Grandfather fought in WW1, earning the military medal at La Boisselle. Then in â3â¦ https://t.co/RerGDmgncL",suicidal,low
RT @BreakfastNews: âRegional Australia would be Siberia without the ABCâ,non-suicidal,low
@madhoward... I'm almost caught up on HIMYM! I watched 3-4 episodes with @calamus last night! SSSSOOOO GOOD!,non-suicidal,low
@Maddierawrk Sorry for your loss. This post gave me goosebumps because although I havenât thought of suicide your dâ¦ https://t.co/VNpWHS2zqu,suicidal,moderate
Showcase Quick @ VIP room on Thursday,non-suicidal,low
i am empty i ve been focusing on school and work but every day i feel worse and worse last night i got blackout drunk didnt help made me feel even worse i know that my loneliness comes mostly from my conscious decisions cant live with people cant live without them the only reason i havent killed myself yet is that i fear the pain ,suicidal,high
I just want to protect you...,non-suicidal,low
Bye bye!! Going to sleep!! (finally!!) XDDDD :-D :-P,non-suicidal,low
unfollow me now is all in gonna talk aboutfor therestof my miserable life https://t.co/ORVRYQQKby,suicidal,moderate
"This is correct. I, for one, absolutely do not want to live in a country with these fucking chuds. And I believe 25â¦ https://t.co/968xex7emJ",suicidal,low
"@healthwarrior A watched pot never boiled, mate - distraction is the name of the game",non-suicidal,low
going back to OS X after a forced 5 month hiatus with only my Windows and Linux boxes makes me a happy camper,non-suicidal,low
"@swingie Just had a conversation with @tonimassaar about how 'dependent' we seem to be of internet and mobile phones nowadays,",non-suicidal,low
@EricBoehlert Nothing to live for? Why? Because you have been nasty?,suicidal,moderate
"RT @rikis_e: since we're talking abt him, hey uhh remember when YandereDev said intellectually disabled people deserve to die, played RapeLâ¦",suicidal,low
JUST FUCKIN KILL ME,suicidal,high
Plans have changed for the better... out for a MTB ride in the sunshine now,non-suicidal,low
"RT @iriswestallens: I just want to remind yâall that without Iris, Barry Allen would be dead right now. But sheâs useless right? #TheFlashâ¦",suicidal,low
@CITYPUBLICITY During revamp and shortly after. They're out of $ now &amp; in real trouble... but I'm going to be good &amp; not bag them publicy,non-suicidal,low
- Iowa No. 2 in happy! Yea!,non-suicidal,low
"@SociallyCubed i miss IRC culture, Twitter is like the mainstream version, without the trout slapping",non-suicidal,low
"@o_crunk Keep it up, you do good work!",non-suicidal,low
Iâm so done with today like I just want to fucking kill myself,suicidal,high
Mom always used to want everyone home before dark – as though anything was out there at night that wasn't there during the day.,non-suicidal,low
@rccgd I'm leaving the laptop at home. I'll put up with tweetie. I can get DMs on gmail. New friends can always send me their email addy,non-suicidal,low
If you want us to believe you want to be an American it would make sense to learn English in less than 20 years. Otâ¦ https://t.co/mamOa6vKqz,suicidal,low
spent 1 day doing 'research' ... i'm feeling Great! an achievement! =D,non-suicidal,low
@WilliamSledd Love the videos William New to twitter x,non-suicidal,low
@familychoice If you have any questions feel free to email us at sales@jshop.co.uk or send a DM on Twitter,non-suicidal,low
IM SO TIRED OF EVERYTHING CAN I DIE,suicidal,high
"RT @RMFifthCircuit: This is truly a horrifying article.  Most of us don't have the underlying ""deep hereditary, mental health disorder"" thaâ¦",suicidal,low
@R1B Too bad. Make it a good show,non-suicidal,low
RT @mercurymalek: i fucking BEG YOU just leave me here to die I DESERVE IT https://t.co/kFBttqboUe,suicidal,crisis
"yo i seriously need to stop being so damn clingy to people,,like i'm so bloody annoying i hate myself",suicidal,moderate
@RealRobBrydon can't wait for Friday.. I'm coming to see the recording! do you know who Friday's guests are yet? looking forward to it,non-suicidal,low
@mickydodds Pretty much. Trying to follow the more interesting ones at the moment.,non-suicidal,low
gettin off the internet... gonna finish my hair,non-suicidal,low
I do think homies doing the right thing &amp; deserves every dollar he will get. Steelers are silly for not paying himâ¦ https://t.co/ISoS0lcKTS,suicidal,low
@LadyParadis Thanks. It's certainly better than it was midday yesterday. At one point I was walking around like Kryten from Red Dwarf.,non-suicidal,low
I hate when I have to rate my group members because Iâll ALWAYS rate them higher than Iâd rate myself knowing damnâ¦ https://t.co/bFUvC55DTT,suicidal,low
i did something on the 2 of october i overdosed i just felt so alone and horrible i was in hospital for two days now when i walk down the hallways of my school they always look at me weird and say i should take more pills and i hate it i have no one i have this voice in my head now and it wont go away and i cant be myself anymore thanks for reading,suicidal,high
@nerer0cket dont worry we'll make the most out of it,non-suicidal,low
"@shelleybookworm Hah! Round is a shape, indeed, and there are round parts of me I'd like to plane down.",non-suicidal,low
RT @porrafelipeee: They figure me a dead motherfucker,suicidal,high
"""I understand incentivizing companies to move to yâ¦ https://t.co/NRBktPKnVr",suicidal,low
"@Mummyofmany I have home-made brownies, too....",non-suicidal,low
You know what I hate? Staying in class during breaks and hearing hormonal teenagersâ conversations. Somebody kill me please.,suicidal,moderate
@REGYATES Nice pictures! Glad your having a good time!,non-suicidal,low
RT @lisapryor23: @MillwallFC @zampathelion what a fun day ! https://t.co/jr18uTkFX4,non-suicidal,low
i have to go now.... make up duty for tomorrow...... goodnight to all....,non-suicidal,low
how many people does he wanna rip it out of really,non-suicidal,high
@jyl_MomIF LoL today any woman who can handle 7 kids inspires me #inspire,non-suicidal,low
